country,user,ordernum,orderstatus,date_ordered,channel
UK,16e3f,f9c28,cancelled,"2018-12-07 00:00:00",direct
USA,1ae6c,f0daf,cancelled,"2019-05-06 00:00:00",others
UK,241a4,5aa29,finished,"2019-02-12 00:00:00",direct
UK,a91f9,b03d4,finished,"2019-04-23 00:00:00",social
UK,ab5d8,c103b,finished,"2019-02-16 00:00:00",google
UK,aed4e,ae377,finished,"2019-04-23 00:00:00",social
UK,ccdff,5c62e,cancelled,"2019-01-20 00:00:00",social
UK,ccdff,0667c,finished,"2019-01-21 00:00:00",direct
UK,db6b9,f3d9f,finished,"2019-04-23 00:00:00",social
UK,e91f5,99ae4,cancelled,"2019-04-29 00:00:00",direct
UK,09ef7,f322f,cancelled,"2019-02-24 00:00:00",others
UK,09ef7,f5b1d,cancelled,"2019-03-04 00:00:00",direct
UK,1a5db,f240d,finished,"2019-03-24 00:00:00",google
UK,1f220,a6e16,finished,"2019-04-19 00:00:00",social
UK,4b930,14455,finished,"2019-02-02 00:00:00",others
UK,4b930,ff45e,finished,"2019-04-21 00:00:00",social
UK,76bcc,ecdd2,finished,"2019-04-28 00:00:00",google
UK,7c123,82541,finished,"2019-04-27 00:00:00",direct
UK,95789,d26bd,finished,"2019-04-17 00:00:00",social
UK,95e43,5d126,finished,"2019-03-20 00:00:00",others
UK,95e43,2e06c,finished,"2019-04-23 00:00:00",social
USA,c24b5,d4518,finished,"2019-04-18 00:00:00",social
USA,c24b5,1e1e0,finished,"2019-05-06 00:00:00",others
UK,c44c3,bf37d,finished,"2019-04-22 00:00:00",others
UK,da6c9,2d9fe,finished,"2019-04-14 00:00:00",google
UK,da6c9,5f117,finished,"2019-04-25 00:00:00",social
UK,e0498,0bc9a,finished,"2019-02-28 00:00:00",google
UK,efda5,bbcc8,finished,"2018-12-07 00:00:00",direct
UK,f3891,b1ac7,finished,"2019-01-15 00:00:00",google
UK,08834,56b85,finished,"2019-04-02 00:00:00",direct
UK,08834,921c0,finished,"2019-04-02 00:00:00",others
UK,35ec7,c2e39,finished,"2019-05-15 00:00:00",direct
UK,35ec7,dbc67,finished,"2019-05-15 00:00:00",google
UK,3d6e7,5db11,finished,"2019-04-19 00:00:00",social
UK,4326a,6d768,finished,"2019-02-25 00:00:00",google
UK,46769,ac894,finished,"2019-03-24 00:00:00",direct
UK,4bc4e,70320,finished,"2019-05-06 00:00:00",google
UK,4bc4e,cfed3,finished,"2019-05-11 00:00:00",social
UK,58663,365b0,finished,"2019-02-11 00:00:00",others
UK,591a0,a49cf,finished,"2019-04-28 00:00:00",direct
UK,5a215,6db37,finished,"2019-04-28 00:00:00",google
UK,5e24b,f746e,finished,"2019-04-06 00:00:00",direct
UK,6b1c5,147e4,finished,"2019-01-21 00:00:00",google
UK,6b1c5,1922a,finished,"2019-02-16 00:00:00",others
UK,72598,a7021,finished,"2019-02-20 00:00:00",direct
UK,87fa7,8a5a4,finished,"2019-02-19 00:00:00",direct
UK,87fa7,ea168,cancelled,"2019-02-26 00:00:00",google
UK,8ec5d,72d17,finished,"2019-04-12 00:00:00",social
UK,cba01,3ec8f,finished,"2019-02-10 00:00:00",direct
UK,cba01,f0f7f,finished,"2019-02-22 00:00:00",direct
UK,e363f,d77f7,finished,"2018-11-28 00:00:00",google
UK,e6a02,40f0b,finished,"2019-01-25 00:00:00",direct
UK,f0337,b9221,finished,"2019-03-23 00:00:00",google
UK,0611d,7db6e,finished,"2019-04-08 00:00:00",direct
UK,1ff04,06dd6,finished,"2019-02-22 00:00:00",direct
UK,27440,35870,finished,"2019-02-04 00:00:00",direct
UK,2dda1,266b5,finished,"2019-03-22 00:00:00",direct
UK,2e8a3,d2428,finished,"2019-01-26 00:00:00",others
UK,2e8a3,c7e2e,finished,"2019-03-04 00:00:00",direct
UK,44ad1,13953,finished,"2019-01-30 00:00:00",others
UK,7af98,a3aba,finished,"2018-12-22 00:00:00",google
UK,7af98,f0277,finished,"2019-04-17 00:00:00",others
UK,8d05e,12ea4,finished,"2019-04-28 00:00:00",google
UK,9b199,8d016,finished,"2019-01-20 00:00:00",google
UK,9ffc7,0d357,finished,"2019-04-16 00:00:00",social
UK,a79be,e62a4,finished,"2019-01-22 00:00:00",direct
UK,a79be,59d17,finished,"2019-04-29 00:00:00",direct
UK,a9c0f,5a921,finished,"2019-04-29 00:00:00",direct
UK,a9c0f,aee3c,finished,"2019-05-14 00:00:00",direct
UK,ac82e,6fb2d,cancelled,"2018-11-28 00:00:00",direct
UK,cf9f5,6a2c8,finished,"2019-03-22 00:00:00",others
UK,cf9f5,8cb76,finished,"2019-05-13 00:00:00",social
UK,d05f6,64566,finished,"2019-03-18 00:00:00",google
UK,ffb0e,ced9d,finished,"2019-05-04 00:00:00",google
UK,0d737,95670,finished,"2019-02-11 00:00:00",google
UK,1247d,b73f5,finished,"2019-02-23 00:00:00",others
UK,1d5b9,4ce13,finished,"2019-01-24 00:00:00",google
UK,2a7ff,94840,finished,"2019-05-13 00:00:00",google
UK,2a9f4,f89da,cancelled,"2018-12-13 00:00:00",direct
UK,2a9f4,1245f,finished,"2018-12-13 00:00:00",direct
UK,2a9f4,81b28,finished,"2019-01-15 00:00:00",direct
UK,66f70,53445,finished,"2019-03-04 00:00:00",others
UK,66f70,5fcc5,finished,"2019-03-05 00:00:00",google
UK,7e604,87e0a,finished,"2019-01-22 00:00:00",google
UK,7e604,a2779,finished,"2019-03-17 00:00:00",direct
UK,7ed29,2371d,finished,"2019-01-23 00:00:00",others
UK,9bb80,6a41a,finished,"2019-04-29 00:00:00",others
UK,a5ece,bef4f,finished,"2019-05-07 00:00:00",google
UK,a5ece,dd990,finished,"2019-05-08 00:00:00",google
USA,cc1f4,6aee5,finished,"2019-05-07 00:00:00",direct
UK,e357e,97250,finished,"2019-04-25 00:00:00",social
UK,e84f0,2d9ad,finished,"2019-05-10 00:00:00",direct
UK,0928d,2c9c3,finished,"2019-01-22 00:00:00",google
UK,1690b,f7b04,finished,"2019-04-22 00:00:00",social
UK,17aaf,19d19,finished,"2019-01-20 00:00:00",google
UK,18a67,73f4e,finished,"2019-04-12 00:00:00",social
UK,18a67,78ee9,finished,"2019-04-22 00:00:00",social
UK,28436,3ed48,finished,"2019-05-01 00:00:00",social
UK,31b2d,5b384,finished,"2019-04-19 00:00:00",social
UK,3a337,cfbe9,cancelled,"2019-04-20 00:00:00",social
UK,40afa,9d63f,finished,"2019-05-02 00:00:00",google
UK,59fd0,6178b,finished,"2019-02-03 00:00:00",direct
UK,59fd0,b39a0,finished,"2019-04-02 00:00:00",others
UK,5b8b9,d89f6,finished,"2019-04-12 00:00:00",social
UK,890ad,5e953,finished,"2019-01-03 00:00:00",direct
UK,890ad,42273,finished,"2019-01-09 00:00:00",direct
UK,8b615,638a5,finished,"2019-02-11 00:00:00",direct
UK,8fd76,8a4b4,finished,"2019-05-07 00:00:00",social
UK,b144e,0cf95,finished,"2019-03-18 00:00:00",others
UK,b144e,59bce,finished,"2019-03-18 00:00:00",others
UK,c8171,6974b,cancelled,"2019-05-16 00:00:00",social
UK,cde43,2a4bf,finished,"2019-02-20 00:00:00",others
UK,cde43,0d43c,cancelled,"2019-02-25 00:00:00",direct
UK,ddc7a,3c01c,cancelled,"2019-04-28 00:00:00",google
USA,ece8a,6a686,finished,"2019-03-20 00:00:00",direct
UK,f54dd,54fba,finished,"2019-03-21 00:00:00",direct
UK,f54dd,4865c,finished,"2019-03-27 00:00:00",direct
UK,08d8f,70cc3,finished,"2019-01-22 00:00:00",direct
UK,1f6e9,703f3,cancelled,"2019-01-21 00:00:00",google
USA,28a18,47678,finished,"2019-03-29 00:00:00",social
UK,4367e,09f30,cancelled,"2019-03-20 00:00:00",google
UK,4367e,d9bfa,finished,"2019-03-20 00:00:00",google
UK,43950,b257f,finished,"2019-03-27 00:00:00",direct
UK,462e7,618aa,finished,"2019-04-28 00:00:00",google
UK,69403,6f003,finished,"2019-01-31 00:00:00",direct
UK,69403,48ddd,finished,"2019-03-06 00:00:00",others
UK,70235,59271,finished,"2019-02-05 00:00:00",direct
UK,af57d,07066,finished,"2019-03-24 00:00:00",google
UK,af57d,027d7,finished,"2019-03-31 00:00:00",google
UK,d3543,e98fe,finished,"2019-03-22 00:00:00",direct
UK,2ec5b,734ce,finished,"2019-03-12 00:00:00",google
UK,3748a,7f268,finished,"2019-02-25 00:00:00",direct
USA,475d5,cecc7,finished,"2019-05-01 00:00:00",social
UK,84379,c06af,finished,"2019-03-15 00:00:00",social
UK,86067,12485,finished,"2019-01-23 00:00:00",direct
UK,9bfa5,f97a8,cancelled,"2019-03-18 00:00:00",direct
UK,a0f6e,c4d1a,finished,"2019-01-21 00:00:00",google
UK,c47f9,f5eb5,cancelled,"2019-03-28 00:00:00",others
UK,d6851,15949,finished,"2019-01-21 00:00:00",direct
UK,e1287,a31dc,finished,"2019-01-21 00:00:00",direct
UK,e5505,7d589,finished,"2019-02-04 00:00:00",direct
UK,0439c,47b6d,finished,"2019-05-13 00:00:00",social
UK,10e13,9287c,finished,"2019-04-25 00:00:00",google
UK,7806e,73eea,cancelled,"2019-03-21 00:00:00",google
UK,9b488,7e838,finished,"2019-04-30 00:00:00",direct
UK,b28ec,62eec,finished,"2019-04-10 00:00:00",social
UK,b28ec,e701f,finished,"2019-04-11 00:00:00",social
UK,ba7ac,ca4eb,finished,"2019-01-22 00:00:00",google
UK,c8714,9cc1e,finished,"2019-04-28 00:00:00",google
UK,1ed10,9ea09,finished,"2019-04-17 00:00:00",direct
UK,2a8b9,a7461,finished,"2019-04-11 00:00:00",google
UK,2eff9,b7f96,finished,"2019-04-06 00:00:00",social
UK,2eff9,e457b,finished,"2019-04-06 00:00:00",others
UK,34aba,ee74d,finished,"2019-04-09 00:00:00",social
UK,3b338,a7ddd,finished,"2019-04-14 00:00:00",google
UK,689cf,83b79,cancelled,"2019-01-05 00:00:00",google
UK,689cf,f9dfc,finished,"2019-04-19 00:00:00",social
UK,73742,8c2f6,finished,"2019-04-13 00:00:00",social
UK,8d42b,8a5f5,finished,"2019-01-22 00:00:00",direct
UK,aef50,e6b61,finished,"2019-03-17 00:00:00",direct
UK,bd66a,78cc0,cancelled,"2019-03-07 00:00:00",google
UK,bd66a,89b03,finished,"2019-03-07 00:00:00",google
UK,e237d,c352d,finished,"2019-05-03 00:00:00",social
USA,f2314,81395,finished,"2019-03-26 00:00:00",direct
UK,fa72f,3bd93,cancelled,"2019-03-13 00:00:00",others
UK,fa72f,4247d,cancelled,"2019-03-13 00:00:00",others
UK,18031,4c7f5,finished,"2019-03-04 00:00:00",others
UK,18031,324b1,finished,"2019-04-15 00:00:00",social
UK,2a58f,6b5bf,finished,"2019-04-23 00:00:00",social
UK,2a58f,4057c,finished,"2019-04-23 00:00:00",google
UK,63de6,83279,finished,"2019-03-20 00:00:00",others
UK,89ccc,584a7,finished,"2019-02-25 00:00:00",direct
UK,94b65,e9658,finished,"2019-03-17 00:00:00",direct
UK,99e63,bbbc8,finished,"2019-04-29 00:00:00",others
UK,99e63,8ce4e,finished,"2019-05-04 00:00:00",direct
UK,99e63,d2071,finished,"2019-05-13 00:00:00",google
UK,b23a0,1c326,cancelled,"2019-03-21 00:00:00",direct
UK,b4f70,7ea68,cancelled,"2019-04-22 00:00:00",social
UK,b5c00,8b973,finished,"2019-02-01 00:00:00",others
UK,ea388,2c855,finished,"2019-02-04 00:00:00",others
UK,ea388,092a6,finished,"2019-03-04 00:00:00",others
UK,ea388,ac9bc,finished,"2019-04-27 00:00:00",others
UK,ee3a3,a6f8b,cancelled,"2019-02-25 00:00:00",direct
UK,15ddd,1da51,cancelled,"2019-02-14 00:00:00",direct
UK,15ddd,de93a,finished,"2019-02-14 00:00:00",others
USA,17896,38c00,finished,"2019-05-14 00:00:00",direct
UK,1a8d9,24fd6,finished,"2019-04-17 00:00:00",direct
UK,28ad6,039a8,finished,"2019-04-06 00:00:00",google
UK,45fa0,b002f,cancelled,"2019-04-21 00:00:00",direct
UK,57515,96d03,finished,"2019-04-28 00:00:00",others
UK,6fdeb,fc1a9,finished,"2019-02-11 00:00:00",direct
UK,70b6a,d38ff,finished,"2019-04-16 00:00:00",direct
UK,73df2,152e7,finished,"2019-01-15 00:00:00",direct
UK,73df2,2f2ac,finished,"2019-03-22 00:00:00",direct
UK,73df2,ea247,finished,"2019-03-26 00:00:00",others
UK,7764d,d7c44,finished,"2019-03-14 00:00:00",google
UK,b04c4,ae7ea,cancelled,"2019-03-24 00:00:00",google
UK,e7511,d2ae1,finished,"2019-03-27 00:00:00",direct
UK,eac74,45a27,finished,"2019-01-09 00:00:00",direct
UK,faa88,70b72,finished,"2019-01-21 00:00:00",google
UK,fc90c,f584b,finished,"2019-03-06 00:00:00",others
UK,0ced8,a17ea,finished,"2019-02-25 00:00:00",others
UK,0ced8,d592c,finished,"2019-03-13 00:00:00",direct
UK,144d5,fcb8c,finished,"2019-03-15 00:00:00",others
UK,144d5,60f4b,finished,"2019-03-26 00:00:00",direct
UK,144d5,dc091,finished,"2019-04-02 00:00:00",google
UK,144d5,ec653,finished,"2019-04-12 00:00:00",social
UK,29072,1d782,finished,"2019-03-22 00:00:00",direct
UK,2def0,1b2ff,finished,"2019-02-22 00:00:00",others
UK,2def0,5a1d6,finished,"2019-05-07 00:00:00",google
UK,41371,01776,finished,"2019-03-20 00:00:00",google
UK,4bf79,8b7f5,finished,"2019-03-28 00:00:00",social
UK,6574b,a73ad,finished,"2019-04-12 00:00:00",social
UK,a3838,53702,finished,"2019-03-02 00:00:00",others
UK,a3838,4a2f5,finished,"2019-03-12 00:00:00",others
UK,a6d4a,7feef,finished,"2019-02-09 00:00:00",direct
UK,a6d4a,a8f30,finished,"2019-04-25 00:00:00",others
UK,ab8fa,1d155,finished,"2019-05-12 00:00:00",direct
UK,e361c,d6aff,cancelled,"2019-03-20 00:00:00",google
UK,1b7e4,2fec8,finished,"2019-03-22 00:00:00",social
UK,33bd8,91537,finished,"2019-04-03 00:00:00",social
UK,33b4b,d8c45,finished,"2019-02-25 00:00:00",direct
UK,33b4b,f84fa,finished,"2019-04-20 00:00:00",direct
UK,3455f,db646,finished,"2019-03-05 00:00:00",others
UK,467fc,258d4,finished,"2019-03-16 00:00:00",direct
UK,9bf3d,bb204,finished,"2019-04-12 00:00:00",direct
UK,a1565,b6bc3,finished,"2019-03-29 00:00:00",direct
UK,a5dbb,a564e,finished,"2019-05-05 00:00:00",google
UK,adf31,793f1,finished,"2019-03-12 00:00:00",others
UK,adf31,623ab,finished,"2019-04-29 00:00:00",direct
UK,fcf80,78cef,finished,"2019-01-22 00:00:00",google
UK,ff3de,6dfa9,finished,"2019-03-28 00:00:00",direct
UK,ff3de,09db6,finished,"2019-03-28 00:00:00",others
UK,17941,a8a55,finished,"2019-03-22 00:00:00",direct
UK,1cef4,4d779,finished,"2019-01-14 00:00:00",others
UK,28c46,95226,finished,"2019-02-25 00:00:00",direct
UK,511a8,1a92a,finished,"2019-05-07 00:00:00",google
UK,60625,c0ebf,finished,"2019-04-16 00:00:00",direct
UK,7585f,eaa7f,finished,"2019-04-09 00:00:00",others
UK,9570a,d708a,finished,"2019-03-29 00:00:00",google
USA,ab4b0,14229,cancelled,"2019-03-10 00:00:00",others
UK,d0e8f,e6558,finished,"2019-02-19 00:00:00",google
UK,d110e,50239,finished,"2019-04-15 00:00:00",social
UK,d110e,7e044,finished,"2019-04-20 00:00:00",social
UK,d5902,fde5a,finished,"2019-05-04 00:00:00",social
UK,f4730,a60f9,finished,"2019-05-16 00:00:00",social
UK,05476,ac9cb,finished,"2019-02-04 00:00:00",others
UK,13ae2,6103a,finished,"2019-04-05 00:00:00",direct
UK,1f426,08595,finished,"2019-05-04 00:00:00",direct
UK,485ec,cbb0d,finished,"2019-02-26 00:00:00",direct
USA,550c3,64088,cancelled,"2019-03-22 00:00:00",others
UK,5738f,d247a,finished,"2019-01-11 00:00:00",direct
UK,71ef7,f25bb,finished,"2019-02-26 00:00:00",direct
UK,7e0a2,cd4d7,finished,"2019-01-21 00:00:00",direct
UK,7e0a2,094e4,finished,"2019-01-21 00:00:00",others
UK,7e0a2,8b089,finished,"2019-01-27 00:00:00",direct
UK,7e0a2,65d4b,finished,"2019-02-01 00:00:00",direct
UK,7f4f2,efdd7,cancelled,"2019-05-02 00:00:00",social
UK,83b4b,5ea9e,finished,"2019-01-22 00:00:00",google
UK,83b4b,54bd1,finished,"2019-03-02 00:00:00",google
UK,84de8,8159d,finished,"2019-04-28 00:00:00",google
UK,8ebf3,1435b,finished,"2019-04-15 00:00:00",social
USA,91d0e,b504a,finished,"2019-05-12 00:00:00",direct
UK,9c3c1,ef74b,finished,"2019-04-27 00:00:00",direct
UK,b7836,6c1d0,finished,"2019-04-30 00:00:00",direct
UK,c5938,02a10,finished,"2019-04-08 00:00:00",google
UK,d00ae,7917f,finished,"2019-05-15 00:00:00",direct
UK,09c94,00016,finished,"2019-04-20 00:00:00",social
UK,26260,4dbe3,finished,"2019-01-22 00:00:00",google
UK,2c769,ed73a,finished,"2019-05-13 00:00:00",others
UK,34f2e,79ba7,finished,"2019-04-06 00:00:00",direct
UK,5ea18,d65da,cancelled,"2019-04-20 00:00:00",google
UK,619a9,9c16c,finished,"2019-04-12 00:00:00",social
UK,89052,5aaf5,finished,"2018-12-01 00:00:00",others
UK,89052,c8066,finished,"2019-01-04 00:00:00",google
UK,8bb2d,89629,finished,"2019-04-16 00:00:00",social
UK,902cd,ea0c7,finished,"2019-03-17 00:00:00",direct
UK,902cd,abcd3,finished,"2019-03-28 00:00:00",google
UK,902cd,c7c84,finished,"2019-04-16 00:00:00",others
UK,9040e,71d30,cancelled,"2018-11-22 00:00:00",others
UK,91c16,f1dd5,finished,"2019-04-19 00:00:00",social
UK,91c16,a3985,cancelled,"2019-04-19 00:00:00",social
UK,b0b75,ab021,cancelled,"2019-04-02 00:00:00",google
UK,b8aa2,4f29f,finished,"2019-04-02 00:00:00",google
UK,b8aa2,4730b,finished,"2019-04-11 00:00:00",others
UK,cccdf,4c8b7,finished,"2019-01-04 00:00:00",direct
UK,e2930,4fa7a,cancelled,"2019-04-17 00:00:00",others
UK,f6154,f3591,finished,"2019-05-04 00:00:00",social
UK,f6154,32bb0,finished,"2019-05-04 00:00:00",social
UK,f6154,28f88,finished,"2019-05-04 00:00:00",google
UK,f6154,efb64,finished,"2019-05-07 00:00:00",google
UK,f6154,9b26e,finished,"2019-05-07 00:00:00",social
UK,044d3,a4043,finished,"2019-02-27 00:00:00",direct
UK,1da6c,0e7f3,finished,"2019-04-12 00:00:00",social
UK,1ec36,cd6bc,finished,"2019-01-11 00:00:00",direct
UK,65f5a,e926b,finished,"2019-05-15 00:00:00",social
UK,8be65,25b8e,finished,"2019-03-12 00:00:00",direct
UK,8fca5,7cce2,finished,"2019-04-19 00:00:00",google
UK,b5dc5,b149f,finished,"2019-04-12 00:00:00",social
UK,b5dc5,3efd4,finished,"2019-05-06 00:00:00",social
UK,d3d14,131b3,cancelled,"2019-02-04 00:00:00",direct
UK,e1ead,fb3ee,finished,"2019-03-16 00:00:00",direct
UK,e8344,eec29,cancelled,"2019-03-23 00:00:00",direct
UK,f1e3a,9e298,finished,"2019-01-22 00:00:00",google
UK,f9de4,7b09c,finished,"2019-02-25 00:00:00",direct
UK,f9de4,9178a,finished,"2019-04-13 00:00:00",social
UK,1d530,efecb,finished,"2019-03-21 00:00:00",direct
UK,42161,258f7,finished,"2019-02-16 00:00:00",direct
UK,53008,206da,finished,"2019-01-25 00:00:00",direct
UK,53008,ffac6,cancelled,"2019-01-31 00:00:00",direct
UK,6a4c5,40753,finished,"2019-01-25 00:00:00",direct
UK,7c559,4eb82,finished,"2019-04-07 00:00:00",google
UK,7c559,d25e1,finished,"2019-05-16 00:00:00",social
UK,93b3a,b3fab,finished,"2019-04-27 00:00:00",direct
UK,97f51,b2ab9,finished,"2019-04-22 00:00:00",social
UK,9ef5b,88af8,finished,"2019-05-03 00:00:00",social
UK,a2b96,c9033,finished,"2019-03-22 00:00:00",direct
UK,afbb0,75e76,finished,"2019-03-06 00:00:00",direct
UK,b309b,9b127,finished,"2019-05-07 00:00:00",google
UK,c12c3,4e387,finished,"2019-02-15 00:00:00",direct
UK,cd0d0,e81a5,finished,"2019-01-20 00:00:00",google
UK,cd0d0,8352b,finished,"2019-01-24 00:00:00",google
UK,d4f7a,a0cf1,finished,"2019-04-16 00:00:00",social
UK,d8f8d,bb15b,finished,"2019-04-23 00:00:00",social
UK,f1b0b,d2204,finished,"2019-03-12 00:00:00",google
USA,0de47,e865f,finished,"2019-03-14 00:00:00",others
USA,0de47,dc197,finished,"2019-04-20 00:00:00",direct
UK,13657,94ffd,finished,"2019-01-23 00:00:00",google
USA,25de1,e49e2,finished,"2019-04-14 00:00:00",google
USA,25de1,3e649,finished,"2019-04-29 00:00:00",direct
UK,2dc65,7444e,finished,"2019-04-26 00:00:00",direct
UK,2dc65,e4283,finished,"2019-04-28 00:00:00",google
UK,2ed65,a810e,cancelled,"2019-05-02 00:00:00",others
UK,5fa24,111d4,finished,"2019-04-17 00:00:00",direct
UK,81aca,9ba2b,finished,"2019-05-12 00:00:00",social
UK,a7f21,be74f,cancelled,"2019-04-29 00:00:00",direct
UK,a7f21,975c2,cancelled,"2019-04-29 00:00:00",direct
USA,d4c2e,7ef90,finished,"2019-04-10 00:00:00",direct
UK,ddc90,b77ec,finished,"2019-01-24 00:00:00",others
UK,e532c,149ac,finished,"2019-02-26 00:00:00",direct
UK,eeed1,c5700,finished,"2019-03-23 00:00:00",direct
UK,f4a02,eb280,cancelled,"2019-02-19 00:00:00",direct
UK,0b1c1,ac31e,finished,"2019-01-21 00:00:00",google
UK,0b1c1,fd187,finished,"2019-01-25 00:00:00",direct
UK,12989,95854,finished,"2019-03-26 00:00:00",others
UK,12989,6239b,finished,"2019-04-18 00:00:00",google
UK,2d7e9,0eea9,finished,"2019-04-05 00:00:00",direct
UK,2d7e9,579ec,cancelled,"2019-04-27 00:00:00",others
UK,2d7e9,5b27c,finished,"2019-04-27 00:00:00",others
UK,37a01,44937,finished,"2019-04-21 00:00:00",direct
USA,3a9e8,e96c0,finished,"2019-03-26 00:00:00",google
UK,4d543,cbd63,finished,"2019-02-09 00:00:00",direct
UK,4d543,5840f,finished,"2019-03-03 00:00:00",google
UK,5589f,6c824,finished,"2019-04-09 00:00:00",google
UK,5ed7a,c6414,finished,"2019-04-19 00:00:00",others
UK,735eb,4ae7c,finished,"2019-04-16 00:00:00",others
UK,8e8a2,88766,finished,"2019-03-07 00:00:00",direct
UK,8e8a2,0349b,finished,"2019-03-14 00:00:00",social
UK,8e8a2,7d49e,finished,"2019-03-21 00:00:00",others
UK,8e8a2,fe40b,finished,"2019-04-05 00:00:00",social
UK,a2353,83dbd,finished,"2019-04-02 00:00:00",others
UK,a2353,88bb1,finished,"2019-04-28 00:00:00",social
UK,c1a44,470cc,finished,"2019-04-23 00:00:00",social
UK,ca469,30fa3,finished,"2019-01-26 00:00:00",google
UK,ce413,4b686,finished,"2019-04-11 00:00:00",direct
UK,d51d2,538de,finished,"2019-03-17 00:00:00",direct
UK,dcdfd,592bd,finished,"2019-04-28 00:00:00",google
UK,dfb42,50b8a,finished,"2019-03-22 00:00:00",social
UK,06dbd,e7ca5,finished,"2019-04-17 00:00:00",google
UK,0ad42,b6328,cancelled,"2019-03-28 00:00:00",others
UK,0ad42,86a06,finished,"2019-03-28 00:00:00",others
UK,0c8da,89303,finished,"2019-01-24 00:00:00",direct
UK,0ff36,c12bd,finished,"2019-04-22 00:00:00",social
UK,2f8b7,a29be,finished,"2019-02-16 00:00:00",direct
UK,32eb9,93990,cancelled,"2019-03-09 00:00:00",google
UK,32eb9,9ce42,cancelled,"2019-03-09 00:00:00",google
UK,32eb9,5f882,cancelled,"2019-03-09 00:00:00",google
UK,32eb9,d4ee1,cancelled,"2019-03-09 00:00:00",google
UK,38857,05e0f,finished,"2019-02-23 00:00:00",direct
UK,49ac2,7ea28,finished,"2019-03-29 00:00:00",direct
UK,4cfdc,95b47,finished,"2019-04-19 00:00:00",social
UK,88e61,9eef7,finished,"2019-05-03 00:00:00",google
UK,c033c,3aed2,finished,"2019-03-09 00:00:00",direct
UK,c8fb6,9382f,finished,"2019-05-12 00:00:00",social
UK,d0de8,d01e3,finished,"2019-02-27 00:00:00",others
UK,d68da,d8834,finished,"2019-04-20 00:00:00",direct
UK,ded69,a2df3,finished,"2019-01-18 00:00:00",direct
UK,e58ed,44d48,finished,"2019-01-25 00:00:00",google
UK,e58ed,285e4,finished,"2019-02-06 00:00:00",direct
UK,ebc88,c6c2c,finished,"2019-02-25 00:00:00",others
UK,f3e16,cb2fc,finished,"2019-04-16 00:00:00",direct
UK,f3e16,3ae19,finished,"2019-04-21 00:00:00",others
UK,06a15,e3cc6,finished,"2019-01-17 00:00:00",google
UK,06a15,d624e,finished,"2019-01-17 00:00:00",google
UK,129d7,54a75,finished,"2018-12-22 00:00:00",direct
UK,129d7,96328,finished,"2019-01-22 00:00:00",direct
UK,2022b,512d6,finished,"2019-02-02 00:00:00",google
UK,2f164,78be8,finished,"2019-02-01 00:00:00",direct
USA,3e284,6754f,finished,"2019-03-25 00:00:00",others
UK,42f48,67da4,finished,"2019-04-17 00:00:00",direct
UK,520f4,0f9a2,finished,"2019-01-09 00:00:00",google
UK,630ea,2e75a,finished,"2019-02-05 00:00:00",google
UK,630ea,7ce6e,finished,"2019-02-20 00:00:00",direct
UK,74429,1e540,finished,"2018-12-25 00:00:00",google
UK,74429,596be,finished,"2018-12-29 00:00:00",google
UK,86035,c9a8d,finished,"2019-04-26 00:00:00",others
UK,8deac,2bee5,cancelled,"2019-03-09 00:00:00",social
UK,8deac,2f7c8,cancelled,"2019-03-14 00:00:00",direct
UK,8deac,42a3b,cancelled,"2019-03-14 00:00:00",direct
UK,9a7ec,b224d,finished,"2019-01-25 00:00:00",google
UK,9e6e3,ded1c,finished,"2019-03-23 00:00:00",direct
UK,a4357,a1b0c,finished,"2019-02-22 00:00:00",direct
UK,a4357,3d7f9,finished,"2019-03-06 00:00:00",direct
UK,a4357,36027,finished,"2019-04-23 00:00:00",social
UK,a4357,47c52,finished,"2019-04-28 00:00:00",google
UK,c1cdc,2523f,cancelled,"2019-02-13 00:00:00",google
UK,c1cdc,a4ac1,cancelled,"2019-02-27 00:00:00",google
UK,c1cdc,2fcea,cancelled,"2019-04-02 00:00:00",others
UK,c1cdc,9a37f,finished,"2019-04-27 00:00:00",social
UK,c27f3,28be6,cancelled,"2019-03-12 00:00:00",social
UK,c27f3,bd343,cancelled,"2019-03-12 00:00:00",social
UK,f1c98,0b23a,finished,"2019-02-27 00:00:00",direct
UK,00151,0937e,finished,"2019-05-12 00:00:00",direct
UK,0635d,bdf1d,cancelled,"2019-04-13 00:00:00",social
UK,0e154,7bde6,finished,"2019-02-02 00:00:00",direct
UK,0ff90,5fade,finished,"2019-04-12 00:00:00",social
USA,3303d,fc729,cancelled,"2019-04-07 00:00:00",google
UK,360de,cfaa6,finished,"2019-05-11 00:00:00",google
UK,85bfc,67cbd,finished,"2019-04-12 00:00:00",google
UK,98830,7edd6,finished,"2019-04-21 00:00:00",others
UK,98b4c,84a30,finished,"2019-03-09 00:00:00",direct
UK,9ffa0,25bd2,finished,"2019-02-09 00:00:00",others
UK,9ffa0,e59e7,finished,"2019-02-13 00:00:00",direct
UK,9ffa0,eef1e,finished,"2019-03-20 00:00:00",direct
UK,a9db8,bdd36,finished,"2019-05-13 00:00:00",social
UK,c1c97,02a9e,finished,"2019-04-15 00:00:00",social
UK,d9097,16709,finished,"2019-01-09 00:00:00",others
UK,d9097,d9366,finished,"2019-01-29 00:00:00",direct
UK,d9097,7d4df,finished,"2019-02-01 00:00:00",direct
